_id,PUNTUACION_ACCESIBILIDAD,PUNTUACION_CALIDAD,COMENTARIOS,AREARECREATIVAID,FECHA
ES-1342,4,5,EXCELENTE,17428,2022-09-01T00:00:00Z
ES-1343,3,4,MUY BUENO,7882656,2023-06-11T00:00:00Z
ES-1344,5,5,EXCELENTE,18629,2021-06-19T00:00:00Z
ES-1345,2,1,REGULAR,16737,2021-12-19T00:00:00Z
ES-1346,5,5,EXCELENTE,7248199,2022-08-26T00:00:00Z
ES-1347,1,2,REGULAR,5653890,2021-04-18T00:00:00Z
ES-1348,3,4,MUY BUENO,17751,2021-10-31T00:00:00Z
ES-1349,4,4,EXCELENTE,17672,2022-06-13T00:00:00Z
ES-135,4,3,MUY BUENO,17390,2021-04-16T00:00:00Z
ES-1350,5,5,EXCELENTE,17062,2021-03-20T00:00:00Z
ES-1351,4,5,EXCELENTE,17641,2021-10-06T00:00:00Z
ES-1352,4,5,EXCELENTE,17281,2023-06-10T00:00:00Z
ES-1353,4,4,EXCELENTE,17083,2021-09-20T00:00:00Z
ES-1354,5,4,EXCELENTE,17815,2022-03-09T00:00:00Z
ES-1355,4,4,EXCELENTE,5240285,2021-09-07T00:00:00Z
ES-1356,1,2,REGULAR,17126,2021-08-24T00:00:00Z
ES-1357,2,3,ACEPTABLE,5653950,2021-11-01T00:00:00Z
ES-1358,4,3,MUY BUENO,17456,2023-06-13T00:00:00Z
ES-1359,3,4,MUY BUENO,17089,2022-01-08T00:00:00Z
ES-136,3,2,ACEPTABLE,17476,2021-12-31T00:00:00Z
ES-1360,5,4,EXCELENTE,17958,2023-09-15T00:00:00Z
ES-1361,4,5,EXCELENTE,52114,2023-12-03T00:00:00Z
ES-1362,2,2,ACEPTABLE,8799540,2022-09-25T00:00:00Z
ES-1363,3,3,MUY BUENO,17532,2022-01-22T00:00:00Z
ES-1364,5,5,EXCELENTE,5196548,2023-06-21T00:00:00Z
ES-1365,5,5,EXCELENTE,3991087,2021-03-16T00:00:00Z
ES-1366,1,2,REGULAR,16934,2021-05-17T00:00:00Z
ES-1367,5,5,EXCELENTE,5246186,2021-07-09T00:00:00Z
ES-1368,3,4,MUY BUENO,18229,2021-12-14T00:00:00Z
ES-1369,1,1,DEFICIENTE,17129,2021-01-19T00:00:00Z
ES-137,2,3,ACEPTABLE,5237130,2022-03-25T00:00:00Z
ES-1370,3,2,ACEPTABLE,16717,2021-09-08T00:00:00Z
ES-1371,2,2,ACEPTABLE,3960929,2021-03-17T00:00:00Z
ES-1372,4,3,MUY BUENO,17654,2022-03-31T00:00:00Z
ES-1373,2,1,REGULAR,18191,2021-08-30T00:00:00Z
ES-1374,2,1,REGULAR,18377,2023-09-27T00:00:00Z
ES-1375,4,3,MUY BUENO,17219,2021-03-20T00:00:00Z
ES-1376,4,4,EXCELENTE,5654053,2022-04-18T00:00:00Z
ES-1377,4,4,EXCELENTE,17868,2022-04-16T00:00:00Z
ES-1378,3,2,ACEPTABLE,18561,2023-08-04T00:00:00Z
ES-1379,2,3,ACEPTABLE,5246182,2022-05-12T00:00:00Z
ES-138,3,4,MUY BUENO,5071591,2021-11-28T00:00:00Z
ES-1380,5,4,EXCELENTE,17701,2022-09-17T00:00:00Z
ES-1381,2,3,ACEPTABLE,16707,2022-06-21T00:00:00Z
ES-1382,2,3,ACEPTABLE,17316,2023-01-28T00:00:00Z
ES-1383,4,3,MUY BUENO,3573917,2023-07-25T00:00:00Z
ES-1384,5,4,EXCELENTE,17759,2022-07-02T00:00:00Z
ES-1385,4,5,EXCELENTE,3573208,2023-07-28T00:00:00Z
ES-1386,3,4,MUY BUENO,5237114,2022-01-03T00:00:00Z
ES-1387,5,5,EXCELENTE,17560,2022-07-09T00:00:00Z
ES-1388,3,3,MUY BUENO,7928004,2022-08-17T00:00:00Z
ES-1389,2,1,REGULAR,3568695,2021-01-29T00:00:00Z
ES-139,4,5,EXCELENTE,17290,2022-08-16T00:00:00Z
ES-1390,1,2,REGULAR,4731667,2022-11-29T00:00:00Z
ES-1391,1,1,DEFICIENTE,17488,2023-01-27T00:00:00Z
ES-1392,4,4,EXCELENTE,17665,2021-02-01T00:00:00Z
ES-1393,1,2,REGULAR,52158,2023-05-25T00:00:00Z
ES-1394,5,4,EXCELENTE,17097,2022-04-02T00:00:00Z
ES-1395,1,1,DEFICIENTE,18541,2022-11-30T00:00:00Z
ES-1396,4,5,EXCELENTE,17992,2021-04-01T00:00:00Z
ES-1397,5,5,EXCELENTE,16872,2021-08-01T00:00:00Z
ES-1398,4,4,EXCELENTE,18241,2023-10-08T00:00:00Z
ES-1399,3,3,MUY BUENO,18434,2023-02-20T00:00:00Z
ES-14,4,4,EXCELENTE,4749900,2021-03-02T00:00:00Z
ES-140,4,3,MUY BUENO,52229,2023-03-11T00:00:00Z
ES-1400,5,4,EXCELENTE,16823,2021-04-30T00:00:00Z
ES-1401,4,5,EXCELENTE,17048,2023-04-01T00:00:00Z
ES-1402,2,2,ACEPTABLE,18239,2021-03-12T00:00:00Z
ES-1403,4,3,MUY BUENO,3573015,2022-01-09T00:00:00Z
ES-1404,5,4,EXCELENTE,18057,2022-07-26T00:00:00Z
ES-1405,1,2,REGULAR,17741,2022-06-03T00:00:00Z
ES-1406,5,5,EXCELENTE,18277,2023-04-29T00:00:00Z
ES-1407,5,5,EXCELENTE,18213,2021-04-21T00:00:00Z
ES-1408,2,3,ACEPTABLE,17203,2022-05-29T00:00:00Z
ES-1409,2,2,ACEPTABLE,18174,2021-10-30T00:00:00Z
ES-141,2,3,ACEPTABLE,5653899,2022-05-24T00:00:00Z
ES-1410,1,1,DEFICIENTE,18029,2023-11-05T00:00:00Z
ES-1411,3,4,MUY BUENO,17160,2022-04-29T00:00:00Z
ES-1412,2,2,ACEPTABLE,18451,2022-07-11T00:00:00Z
ES-1413,2,3,ACEPTABLE,5237118,2021-11-22T00:00:00Z
ES-1414,3,4,MUY BUENO,18077,2021-06-18T00:00:00Z
ES-1415,2,1,REGULAR,18170,2021-12-26T00:00:00Z
ES-1416,2,3,ACEPTABLE,17287,2021-07-22T00:00:00Z
ES-1417,5,4,EXCELENTE,16907,2021-05-02T00:00:00Z
ES-1418,2,2,ACEPTABLE,17030,2021-10-25T00:00:00Z
ES-1419,1,1,DEFICIENTE,16768,2023-12-17T00:00:00Z
ES-142,3,4,MUY BUENO,9049652,2023-02-13T00:00:00Z
ES-1420,3,3,MUY BUENO,16713,2023-07-18T00:00:00Z
ES-1421,4,4,EXCELENTE,16758,2022-01-28T00:00:00Z
ES-1422,3,2,ACEPTABLE,5246192,2022-01-06T00:00:00Z
ES-1423,4,4,EXCELENTE,7280401,2022-03-21T00:00:00Z
ES-1424,1,1,DEFICIENTE,17901,2022-06-18T00:00:00Z
ES-1425,4,4,EXCELENTE,17447,2023-01-07T00:00:00Z
ES-1426,3,4,MUY BUENO,52085,2022-02-10T00:00:00Z
ES-1427,4,3,MUY BUENO,17894,2021-11-12T00:00:00Z
ES-1428,3,2,ACEPTABLE,18523,2021-04-29T00:00:00Z
ES-1429,4,5,EXCELENTE,4986431,2021-11-16T00:00:00Z
ES-143,4,3,MUY BUENO,18391,2023-12-05T00:00:00Z
ES-1430,5,5,EXCELENTE,16915,2022-11-27T00:00:00Z
ES-1431,2,2,ACEPTABLE,16724,2022-06-06T00:00:00Z
ES-1432,4,5,EXCELENTE,18378,2023-10-25T00:00:00Z
ES-1433,3,3,MUY BUENO,4731667,2021-09-16T00:00:00Z
ES-1434,5,4,EXCELENTE,18569,2021-05-29T00:00:00Z
ES-1435,2,2,ACEPTABLE,16892,2021-03-18T00:00:00Z
ES-1436,3,3,MUY BUENO,18247,2023-11-04T00:00:00Z
ES-1437,3,2,ACEPTABLE,18607,2021-02-10T00:00:00Z
ES-1438,1,1,DEFICIENTE,17733,2022-12-22T00:00:00Z
ES-1439,3,2,ACEPTABLE,18612,2023-05-25T00:00:00Z
ES-144,5,5,EXCELENTE,16967,2022-12-20T00:00:00Z
ES-1440,3,4,MUY BUENO,18487,2021-10-17T00:00:00Z
ES-1441,5,4,EXCELENTE,17821,2022-02-26T00:00:00Z
ES-1442,3,3,MUY BUENO,17074,2023-05-04T00:00:00Z
ES-1443,5,5,EXCELENTE,18386,2022-06-19T00:00:00Z
ES-1444,2,3,ACEPTABLE,7802464,2022-07-20T00:00:00Z
ES-1445,2,3,ACEPTABLE,5211511,2023-11-20T00:00:00Z
ES-1446,2,1,REGULAR,17311,2021-02-20T00:00:00Z
ES-1447,3,4,MUY BUENO,17756,2022-03-14T00:00:00Z
ES-1448,4,5,EXCELENTE,17841,2021-09-14T00:00:00Z
ES-1449,2,2,ACEPTABLE,8218587,2021-02-26T00:00:00Z
ES-145,5,4,EXCELENTE,18479,2021-09-28T00:00:00Z
ES-1450,2,3,ACEPTABLE,5240310,2021-10-27T00:00:00Z
ES-1451,5,4,EXCELENTE,18329,2021-10-19T00:00:00Z
ES-1452,2,2,ACEPTABLE,17943,2021-05-31T00:00:00Z
ES-1453,5,4,EXCELENTE,52088,2022-05-24T00:00:00Z
ES-1454,3,3,MUY BUENO,18199,2022-08-16T00:00:00Z
ES-1455,5,5,EXCELENTE,17146,2021-04-16T00:00:00Z
ES-1456,2,1,REGULAR,4749895,2022-07-24T00:00:00Z
ES-1457,2,1,REGULAR,52207,2022-01-07T00:00:00Z
ES-1458,1,1,DEFICIENTE,17769,2023-11-20T00:00:00Z
ES-1459,5,5,EXCELENTE,8909081,2021-08-12T00:00:00Z
ES-146,1,2,REGULAR,16915,2022-12-04T00:00:00Z
ES-1460,5,4,EXCELENTE,17567,2023-05-16T00:00:00Z
ES-1461,4,4,EXCELENTE,52214,2021-01-12T00:00:00Z
ES-1462,2,2,ACEPTABLE,6819622,2023-07-29T00:00:00Z
ES-1463,5,5,EXCELENTE,17261,2022-11-08T00:00:00Z
ES-1464,5,4,EXCELENTE,17120,2022-07-01T00:00:00Z
ES-1465,3,4,MUY BUENO,18493,2021-03-27T00:00:00Z
ES-1466,5,5,EXCELENTE,16712,2023-09-04T00:00:00Z
ES-1467,2,2,ACEPTABLE,18579,2023-12-06T00:00:00Z
ES-1468,5,5,EXCELENTE,3573058,2023-10-20T00:00:00Z
ES-1469,5,5,EXCELENTE,18455,2021-04-01T00:00:00Z
ES-147,2,1,REGULAR,17830,2021-10-01T00:00:00Z
ES-1470,2,1,REGULAR,18047,2022-06-05T00:00:00Z
ES-1471,1,1,DEFICIENTE,17329,2022-07-06T00:00:00Z
ES-1472,1,1,DEFICIENTE,17527,2022-08-18T00:00:00Z
ES-1473,3,4,MUY BUENO,18633,2022-10-06T00:00:00Z
ES-1474,1,2,REGULAR,17804,2023-08-11T00:00:00Z
ES-1475,2,2,ACEPTABLE,18226,2023-07-27T00:00:00Z
ES-1476,4,4,EXCELENTE,16751,2023-03-20T00:00:00Z
ES-1477,2,2,ACEPTABLE,4986212,2021-12-17T00:00:00Z
ES-1478,1,1,DEFICIENTE,16926,2021-03-14T00:00:00Z
ES-1479,1,1,DEFICIENTE,9049653,2022-02-15T00:00:00Z
ES-148,5,5,EXCELENTE,17961,2023-01-02T00:00:00Z
ES-1480,1,1,DEFICIENTE,5240281,2021-02-07T00:00:00Z
ES-1481,3,4,MUY BUENO,17789,2023-03-20T00:00:00Z
ES-1482,3,4,MUY BUENO,17339,2023-06-04T00:00:00Z
ES-1483,1,1,DEFICIENTE,4731667,2023-03-21T00:00:00Z
ES-1484,1,2,REGULAR,16919,2022-04-30T00:00:00Z
ES-1485,2,3,ACEPTABLE,18472,2022-09-28T00:00:00Z
ES-1486,5,5,EXCELENTE,5173859,2023-04-13T00:00:00Z
ES-1487,2,1,REGULAR,16966,2021-03-14T00:00:00Z
ES-1488,1,1,DEFICIENTE,17542,2021-09-21T00:00:00Z
ES-1489,4,4,EXCELENTE,3739833,2022-10-08T00:00:00Z
ES-149,1,1,DEFICIENTE,16897,2022-09-18T00:00:00Z
ES-1490,2,2,ACEPTABLE,3568173,2021-02-22T00:00:00Z
ES-1491,2,3,ACEPTABLE,52038,2023-08-28T00:00:00Z
ES-1492,2,1,REGULAR,18480,2022-01-12T00:00:00Z
ES-1493,3,4,MUY BUENO,5010682,2022-08-11T00:00:00Z
ES-1494,1,2,REGULAR,9187084,2023-06-17T00:00:00Z
ES-1495,3,2,ACEPTABLE,7841427,2021-06-03T00:00:00Z
ES-1496,1,1,DEFICIENTE,8799547,2023-04-10T00:00:00Z
ES-1497,5,5,EXCELENTE,17063,2021-10-08T00:00:00Z
ES-1498,5,5,EXCELENTE,17380,2023-09-01T00:00:00Z
ES-1499,4,5,EXCELENTE,17069,2021-02-02T00:00:00Z
ES-15,5,4,EXCELENTE,18055,2022-05-19T00:00:00Z
ES-150,4,3,MUY BUENO,7129053,2022-08-01T00:00:00Z
ES-1500,4,4,EXCELENTE,17563,2021-05-11T00:00:00Z
ES-1501,1,1,DEFICIENTE,16855,2021-07-30T00:00:00Z
ES-1502,4,4,EXCELENTE,17485,2021-07-05T00:00:00Z
ES-1503,5,5,EXCELENTE,17029,2023-04-09T00:00:00Z
ES-1504,5,5,EXCELENTE,17174,2021-09-26T00:00:00Z
ES-1505,2,1,REGULAR,3568306,2022-09-27T00:00:00Z
ES-1506,5,5,EXCELENTE,18211,2021-03-22T00:00:00Z
ES-1507,4,3,MUY BUENO,5241167,2022-12-10T00:00:00Z
ES-1508,1,2,REGULAR,18577,2021-04-06T00:00:00Z
ES-1509,3,3,MUY BUENO,3739833,2023-12-03T00:00:00Z
ES-151,3,3,MUY BUENO,18268,2023-04-29T00:00:00Z
ES-1510,2,3,ACEPTABLE,17464,2021-03-28T00:00:00Z
ES-1511,3,4,MUY BUENO,18537,2023-08-25T00:00:00Z
ES-1512,4,3,MUY BUENO,17487,2023-01-15T00:00:00Z
ES-1513,5,4,EXCELENTE,16820,2023-10-28T00:00:00Z
ES-1514,1,2,REGULAR,17138,2021-11-05T00:00:00Z
ES-1515,4,5,EXCELENTE,17939,2023-11-23T00:00:00Z
ES-1516,1,1,DEFICIENTE,18551,2023-06-19T00:00:00Z
ES-1517,4,4,EXCELENTE,7927289,2021-05-16T00:00:00Z
ES-1518,3,3,MUY BUENO,17131,2022-10-17T00:00:00Z
ES-1519,3,2,ACEPTABLE,17331,2022-12-06T00:00:00Z
ES-152,5,5,EXCELENTE,52223,2023-04-29T00:00:00Z
ES-1520,1,2,REGULAR,5213820,2023-01-19T00:00:00Z
ES-1521,5,4,EXCELENTE,17702,2023-03-16T00:00:00Z
ES-1522,5,5,EXCELENTE,17744,2021-12-15T00:00:00Z
ES-1523,4,5,EXCELENTE,7165658,2023-10-16T00:00:00Z
ES-1524,4,5,EXCELENTE,17857,2023-03-16T00:00:00Z
ES-1525,1,1,DEFICIENTE,5178865,2021-05-27T00:00:00Z
ES-1526,5,5,EXCELENTE,5653942,2022-02-04T00:00:00Z
ES-1527,3,4,MUY BUENO,17885,2021-08-21T00:00:00Z
ES-1528,4,5,EXCELENTE,18049,2021-12-31T00:00:00Z
ES-1529,1,1,DEFICIENTE,18315,2021-11-28T00:00:00Z
ES-153,5,5,EXCELENTE,17735,2023-06-11T00:00:00Z
ES-1530,4,5,EXCELENTE,17584,2021-10-13T00:00:00Z
ES-1531,4,3,MUY BUENO,17671,2023-10-02T00:00:00Z
ES-1532,3,2,ACEPTABLE,8776034,2022-04-28T00:00:00Z
ES-1533,2,1,REGULAR,18222,2021-09-01T00:00:00Z
ES-1534,5,5,EXCELENTE,451569,2021-01-29T00:00:00Z
ES-1535,5,4,EXCELENTE,5237119,2022-06-13T00:00:00Z
ES-1536,4,4,EXCELENTE,17918,2022-05-24T00:00:00Z
ES-1537,1,1,DEFICIENTE,18635,2023-11-30T00:00:00Z
ES-1538,5,5,EXCELENTE,16701,2023-01-15T00:00:00Z
ES-1539,4,4,EXCELENTE,18000,2021-09-27T00:00:00Z
ES-154,1,1,DEFICIENTE,18466,2022-08-26T00:00:00Z
ES-1540,3,4,MUY BUENO,17279,2021-02-24T00:00:00Z
ES-1541,1,2,REGULAR,17173,2022-02-22T00:00:00Z
ES-1542,2,3,ACEPTABLE,17718,2022-06-21T00:00:00Z
ES-1543,4,4,EXCELENTE,3568708,2023-02-17T00:00:00Z
ES-1544,1,1,DEFICIENTE,17169,2022-08-23T00:00:00Z
ES-1545,5,5,EXCELENTE,17559,2021-11-13T00:00:00Z
ES-1546,2,2,ACEPTABLE,3569210,2022-05-01T00:00:00Z
ES-1547,1,1,DEFICIENTE,17374,2022-04-08T00:00:00Z
ES-1548,3,2,ACEPTABLE,16976,2022-03-15T00:00:00Z
ES-1549,2,2,ACEPTABLE,17643,2023-01-01T00:00:00Z
ES-155,1,1,DEFICIENTE,7928004,2022-05-16T00:00:00Z
ES-1550,1,2,REGULAR,17299,2021-03-30T00:00:00Z
ES-1551,1,1,DEFICIENTE,18508,2023-01-20T00:00:00Z
ES-1552,2,3,ACEPTABLE,4986431,2023-03-29T00:00:00Z
ES-1553,5,4,EXCELENTE,18093,2023-03-04T00:00:00Z
ES-1554,5,4,EXCELENTE,17541,2023-02-12T00:00:00Z
ES-1555,1,1,DEFICIENTE,18298,2022-07-10T00:00:00Z
ES-1556,2,2,ACEPTABLE,16788,2023-09-10T00:00:00Z
ES-1557,3,4,MUY BUENO,18256,2023-04-20T00:00:00Z
ES-1558,5,4,EXCELENTE,17306,2021-11-23T00:00:00Z
ES-1559,1,2,REGULAR,3576117,2022-09-20T00:00:00Z
ES-156,2,3,ACEPTABLE,17465,2021-01-06T00:00:00Z
ES-1560,3,2,ACEPTABLE,52041,2022-01-02T00:00:00Z
ES-1561,3,2,ACEPTABLE,17791,2021-04-03T00:00:00Z
ES-1562,4,4,EXCELENTE,18060,2023-01-13T00:00:00Z
ES-1563,4,5,EXCELENTE,52124,2023-02-07T00:00:00Z
ES-1564,5,5,EXCELENTE,52123,2023-11-16T00:00:00Z
ES-1565,1,2,REGULAR,7248141,2021-06-07T00:00:00Z
ES-1566,3,2,ACEPTABLE,16970,2023-08-25T00:00:00Z
ES-1567,4,4,EXCELENTE,18134,2021-06-12T00:00:00Z
ES-1568,1,1,DEFICIENTE,18484,2021-08-23T00:00:00Z
ES-1569,4,4,EXCELENTE,16692,2021-07-20T00:00:00Z
ES-157,3,2,ACEPTABLE,7356654,2021-06-29T00:00:00Z
ES-1570,1,1,DEFICIENTE,451593,2023-05-27T00:00:00Z
ES-1571,4,3,MUY BUENO,18596,2022-07-29T00:00:00Z
ES-1572,2,1,REGULAR,16793,2022-12-30T00:00:00Z
ES-1573,1,1,DEFICIENTE,16850,2022-01-04T00:00:00Z
ES-1574,2,3,ACEPTABLE,16887,2021-12-24T00:00:00Z
ES-1575,1,2,REGULAR,17872,2021-05-28T00:00:00Z
ES-1576,2,1,REGULAR,6819616,2021-02-08T00:00:00Z
ES-1577,3,3,MUY BUENO,52206,2022-02-13T00:00:00Z
ES-1578,4,3,MUY BUENO,18127,2021-12-18T00:00:00Z
ES-1579,2,2,ACEPTABLE,17161,2022-08-06T00:00:00Z
ES-158,2,1,REGULAR,5158861,2021-01-10T00:00:00Z
ES-1580,4,5,EXCELENTE,52200,2022-02-14T00:00:00Z
ES-1581,2,3,ACEPTABLE,5653950,2021-11-12T00:00:00Z
ES-1582,5,5,EXCELENTE,18265,2021-01-06T00:00:00Z
ES-1583,3,2,ACEPTABLE,17380,2021-11-27T00:00:00Z
ES-1584,2,3,ACEPTABLE,17752,2023-11-15T00:00:00Z
ES-1585,5,4,EXCELENTE,16692,2021-08-21T00:00:00Z
ES-1586,4,5,EXCELENTE,17794,2022-10-19T00:00:00Z
ES-1587,5,5,EXCELENTE,3991087,2022-05-21T00:00:00Z
ES-1588,1,1,DEFICIENTE,52146,2023-01-11T00:00:00Z
ES-1589,1,1,DEFICIENTE,17757,2021-03-11T00:00:00Z
ES-159,1,2,REGULAR,7182466,2021-10-12T00:00:00Z
ES-1590,1,1,DEFICIENTE,18572,2023-01-27T00:00:00Z
ES-1591,1,2,REGULAR,18326,2023-08-02T00:00:00Z
ES-1592,4,5,EXCELENTE,18049,2023-08-31T00:00:00Z
ES-1593,3,4,MUY BUENO,18242,2023-07-24T00:00:00Z
ES-1594,1,2,REGULAR,17161,2023-04-01T00:00:00Z
ES-1595,4,3,MUY BUENO,3566346,2022-05-16T00:00:00Z
ES-1596,1,1,DEFICIENTE,18286,2023-09-17T00:00:00Z
ES-1597,3,3,MUY BUENO,17968,2022-04-07T00:00:00Z
ES-1598,2,3,ACEPTABLE,17195,2023-01-07T00:00:00Z
ES-1599,4,3,MUY BUENO,18513,2021-12-11T00:00:00Z
ES-16,2,2,ACEPTABLE,18099,2021-04-13T00:00:00Z
ES-160,4,4,EXCELENTE,17060,2021-05-25T00:00:00Z
ES-1600,5,4,EXCELENTE,16838,2023-02-22T00:00:00Z
ES-1601,5,5,EXCELENTE,16777,2021-01-03T00:00:00Z
ES-1602,2,1,REGULAR,9259976,2023-07-05T00:00:00Z
ES-1603,3,4,MUY BUENO,17404,2023-06-25T00:00:00Z
ES-1604,2,2,ACEPTABLE,18090,2021-06-16T00:00:00Z
ES-1605,5,5,EXCELENTE,18313,2021-09-08T00:00:00Z
ES-1606,1,1,DEFICIENTE,5195676,2023-09-15T00:00:00Z
ES-1607,1,2,REGULAR,17462,2023-06-27T00:00:00Z
ES-1608,2,2,ACEPTABLE,7602200,2021-10-02T00:00:00Z
ES-1609,3,2,ACEPTABLE,18621,2021-06-19T00:00:00Z
ES-161,5,5,EXCELENTE,17009,2022-11-19T00:00:00Z
ES-1610,4,3,MUY BUENO,7162223,2022-04-21T00:00:00Z
ES-1611,5,5,EXCELENTE,17059,2023-10-26T00:00:00Z
ES-1612,2,1,REGULAR,3569250,2023-06-09T00:00:00Z
ES-1613,4,3,MUY BUENO,17924,2022-03-10T00:00:00Z
ES-1614,3,2,ACEPTABLE,7862341,2022-09-13T00:00:00Z
ES-1615,5,5,EXCELENTE,17404,2021-03-06T00:00:00Z
ES-1616,1,2,REGULAR,3960929,2021-01-16T00:00:00Z
ES-1617,2,3,ACEPTABLE,17996,2022-05-30T00:00:00Z
ES-1618,1,2,REGULAR,6819617,2022-01-23T00:00:00Z
ES-1619,2,2,ACEPTABLE,16669,2022-03-19T00:00:00Z
ES-162,1,2,REGULAR,16671,2022-08-20T00:00:00Z
ES-1620,4,4,EXCELENTE,16924,2022-05-31T00:00:00Z
ES-1621,1,2,REGULAR,4989404,2023-09-05T00:00:00Z
ES-1622,2,2,ACEPTABLE,18211,2023-02-23T00:00:00Z
ES-1623,3,3,MUY BUENO,17475,2023-10-27T00:00:00Z
ES-1624,5,5,EXCELENTE,16831,2022-06-21T00:00:00Z
ES-1625,2,2,ACEPTABLE,17155,2022-12-03T00:00:00Z
ES-1626,1,1,DEFICIENTE,18457,2023-02-04T00:00:00Z
ES-1627,3,4,MUY BUENO,17874,2021-03-19T00:00:00Z
ES-1628,1,2,REGULAR,52055,2023-10-15T00:00:00Z
ES-1629,3,4,MUY BUENO,4731656,2022-06-05T00:00:00Z
ES-163,2,1,REGULAR,17016,2023-06-03T00:00:00Z
ES-1630,1,1,DEFICIENTE,18336,2022-05-09T00:00:00Z
ES-1631,4,3,MUY BUENO,18355,2023-04-15T00:00:00Z
ES-1632,2,1,REGULAR,461343,2023-04-26T00:00:00Z
ES-1633,1,1,DEFICIENTE,18098,2022-08-07T00:00:00Z
ES-1634,1,2,REGULAR,52176,2021-07-24T00:00:00Z
ES-1635,5,5,EXCELENTE,52208,2023-03-31T00:00:00Z
ES-1636,4,5,EXCELENTE,17141,2022-01-06T00:00:00Z
ES-1637,1,1,DEFICIENTE,16746,2023-05-15T00:00:00Z
ES-1638,2,3,ACEPTABLE,17073,2022-12-12T00:00:00Z
ES-1639,1,1,DEFICIENTE,18635,2023-02-03T00:00:00Z
ES-164,1,1,DEFICIENTE,17278,2023-05-04T00:00:00Z
ES-1640,5,4,EXCELENTE,5209994,2021-01-22T00:00:00Z
ES-1641,2,1,REGULAR,461181,2022-09-17T00:00:00Z
ES-1642,4,5,EXCELENTE,17739,2023-10-27T00:00:00Z
ES-1643,2,2,ACEPTABLE,18578,2023-07-04T00:00:00Z
ES-1644,3,2,ACEPTABLE,16675,2023-08-30T00:00:00Z
ES-1645,3,2,ACEPTABLE,18558,2022-08-19T00:00:00Z
ES-1646,1,1,DEFICIENTE,17679,2023-06-29T00:00:00Z
ES-1647,4,5,EXCELENTE,17607,2021-10-13T00:00:00Z
ES-1648,5,5,EXCELENTE,18276,2023-09-14T00:00:00Z
ES-1649,2,1,REGULAR,18229,2022-09-27T00:00:00Z
ES-165,1,1,DEFICIENTE,3531279,2021-10-16T00:00:00Z
ES-1650,3,3,MUY BUENO,17002,2023-08-29T00:00:00Z
ES-1651,4,3,MUY BUENO,16690,2022-03-31T00:00:00Z
ES-1652,4,4,EXCELENTE,17145,2023-02-21T00:00:00Z
ES-1653,5,4,EXCELENTE,7591499,2023-01-09T00:00:00Z
ES-1654,2,2,ACEPTABLE,18579,2022-03-28T00:00:00Z
ES-1655,2,1,REGULAR,8799607,2022-03-17T00:00:00Z
ES-1656,2,1,REGULAR,17351,2022-10-01T00:00:00Z
ES-1657,2,2,ACEPTABLE,16776,2022-11-13T00:00:00Z
ES-1658,5,5,EXCELENTE,18610,2021-08-18T00:00:00Z
ES-1659,4,3,MUY BUENO,17681,2023-01-27T00:00:00Z
ES-166,4,4,EXCELENTE,7356654,2022-05-11T00:00:00Z
ES-1660,1,1,DEFICIENTE,17120,2023-07-13T00:00:00Z
ES-1661,4,4,EXCELENTE,16755,2021-05-12T00:00:00Z
ES-1662,1,2,REGULAR,17445,2021-04-22T00:00:00Z
ES-1663,5,4,EXCELENTE,16834,2022-09-13T00:00:00Z
ES-1664,3,3,MUY BUENO,17765,2021-08-06T00:00:00Z
ES-1665,3,3,MUY BUENO,8799547,2022-07-29T00:00:00Z
ES-1666,1,1,DEFICIENTE,3573466,2022-06-25T00:00:00Z
ES-1667,1,1,DEFICIENTE,5218552,2023-08-17T00:00:00Z
ES-1668,3,2,ACEPTABLE,16663,2021-11-17T00:00:00Z
ES-1669,1,1,DEFICIENTE,18520,2021-03-07T00:00:00Z
ES-167,2,1,REGULAR,461342,2021-07-01T00:00:00Z
ES-1670,1,1,DEFICIENTE,18038,2023-06-24T00:00:00Z
ES-1671,1,1,DEFICIENTE,6843085,2022-08-07T00:00:00Z
ES-1672,4,4,EXCELENTE,5653971,2023-03-24T00:00:00Z
ES-1673,3,3,MUY BUENO,17508,2023-08-18T00:00:00Z
ES-1674,1,1,DEFICIENTE,18183,2021-11-06T00:00:00Z
ES-1675,2,3,ACEPTABLE,16927,2021-02-24T00:00:00Z
ES-1676,2,3,ACEPTABLE,18243,2022-08-22T00:00:00Z
ES-1677,1,1,DEFICIENTE,17097,2023-01-16T00:00:00Z
ES-1678,1,2,REGULAR,18011,2021-12-22T00:00:00Z
ES-1679,3,4,MUY BUENO,18152,2022-08-19T00:00:00Z
ES-168,2,1,REGULAR,18545,2021-07-30T00:00:00Z
ES-1680,4,3,MUY BUENO,7129038,2022-08-09T00:00:00Z
ES-1681,3,4,MUY BUENO,17140,2023-05-09T00:00:00Z
ES-1682,5,5,EXCELENTE,8799540,2023-07-07T00:00:00Z
ES-1683,2,3,ACEPTABLE,451351,2023-07-09T00:00:00Z
ES-1684,3,2,ACEPTABLE,7835585,2023-12-08T00:00:00Z
ES-1685,2,3,ACEPTABLE,17553,2022-04-30T00:00:00Z
ES-1686,4,5,EXCELENTE,17599,2021-01-24T00:00:00Z
ES-1687,2,1,REGULAR,4737814,2021-06-29T00:00:00Z
ES-1688,2,3,ACEPTABLE,5237135,2021-06-16T00:00:00Z
ES-1689,1,2,REGULAR,5654016,2023-12-28T00:00:00Z
