ID,PUNTUACION_ACCESIBILIDAD,PUNTUACION_CALIDAD,COMENTARIOS,AreaRecreativaID,FECHA
635,4,5,Excelente,18013,04/03/2023
636,3,4,Muy bueno,18278,2023/10/07
637,1,1,Deficiente,18275,10/06/2023
638,5,4,Excelente,52210,10-10-2023
639,4,3,Muy bueno,52218,2022/09/22
640,4,4,Excelente,17956,2021-08-09
641,2,1,Regular,18263,29/07/2023
642,4,5,Excelente,17304,12-09-2021
643,3,3,Muy bueno,17174,13/06/2021
644,3,3,Muy bueno,17578,03-22-2022
645,5,5,Excelente,5240112,2022/05/26
646,3,2,Aceptable,6880820,05-27-2022
647,3,3,Muy bueno,5237128,2021-01-20
648,5,4,Excelente,5240285,18-07-2021
649,3,2,Aceptable,17660,05/08/2021
650,5,5,Excelente,5213825,2023-06-15
651,5,5,Excelente,16701,16/02/2023
652,1,1,Deficiente,3740686,02/06/2021
653,3,2,Aceptable,17297,05-12-2021
654,1,2,Regular,52193,2022/02/21
655,4,3,Muy bueno,3573208,10-24-2022
656,4,4,Excelente,7906811,09-06-2022
657,1,1,Deficiente,3573773,08-08-2021
658,2,1,Regular,17140,10-10-2023
659,2,1,Regular,17066,05-13-2023
660,2,1,Regular,6907760,16/05/2021
661,5,4,Excelente,7126494,2021-06-27
662,4,4,Excelente,16753,2023/06/19
663,5,4,Excelente,16974,08-10-2021
664,1,1,Deficiente,17874,18-01-2023
665,5,5,Excelente,17700,2021/11/16
666,3,2,Aceptable,8799540,05-02-2021
667,3,2,Aceptable,18618,2023-05-28
668,2,1,Regular,17870,24-01-2021
669,3,4,Muy bueno,17744,2022/09/06
670,3,4,Muy bueno,17199,08-06-2021
671,2,2,Aceptable,16845,2021-07-08
672,5,5,Excelente,18558,2023-06-09
673,3,2,Aceptable,17700,2021-04-11
674,4,5,Excelente,16820,24-12-2021
675,2,3,Aceptable,3573208,08-06-2021
676,2,1,Regular,18636,25-01-2023
677,5,4,Excelente,17346,26/06/2023
678,3,2,Aceptable,17481,2022-05-01
679,2,1,Regular,3569235,2021-05-17
680,5,5,Excelente,18480,12-18-2021
681,1,1,Deficiente,16816,28/10/2021
682,4,3,Muy bueno,18277,2021-12-18
683,3,4,Muy bueno,18633,02-04-2021
684,3,2,Aceptable,17732,02/09/2021
685,5,5,Excelente,7933004,09-26-2023
686,5,5,Excelente,8800261,2021/12/23
687,2,3,Aceptable,18596,2021-06-18
688,2,3,Aceptable,18369,06/08/2023
689,2,2,Aceptable,18178,24/10/2023
690,4,5,Excelente,6779455,10-05-2022
691,5,4,Excelente,18404,07-11-2022
692,1,1,Deficiente,52207,01-23-2023
693,4,4,Excelente,17986,2022/02/22
694,3,4,Muy bueno,6819613,06-13-2023
695,2,1,Regular,3740686,15/09/2022
696,2,3,Aceptable,18067,01-02-2022
697,2,1,Regular,52160,06-18-2023
698,2,3,Aceptable,5213832,17/07/2021
699,4,3,Muy bueno,17650,27-07-2022
700,5,5,Excelente,16957,2022/09/28
701,5,5,Excelente,16843,07-01-2023
702,4,3,Muy bueno,17160,07/12/2022
703,4,3,Muy bueno,3963526,19/08/2021
704,5,4,Excelente,17662,2023/09/29
705,3,4,Muy bueno,5220679,17-05-2021
706,3,3,Muy bueno,52040,09-30-2023
707,4,3,Muy bueno,18458,08/10/2023
708,4,4,Excelente,7838875,2022-06-30
709,3,3,Muy bueno,16707,2022/09/30
710,4,4,Excelente,16712,2022-07-30
711,4,5,Excelente,52217,2023/11/06
712,5,5,Excelente,17999,07-02-2023
713,1,2,Regular,4985933,05-31-2022
714,2,2,Aceptable,5802688,2023/09/18
715,4,3,Muy bueno,18238,01/05/2021
716,4,3,Muy bueno,8914010,2022-07-01
717,3,2,Aceptable,17147,07-03-2023
718,5,5,Excelente,17037,23/03/2022
719,4,4,Excelente,17755,2022-01-22
720,5,4,Excelente,18376,2022/02/26
721,4,5,Excelente,18188,2021-04-03
722,5,5,Excelente,17023,11-20-2023
723,4,5,Excelente,17142,29-07-2022
724,4,5,Excelente,17610,2021/09/04
725,2,2,Aceptable,18391,2023/01/09
726,3,4,Muy bueno,17934,08-28-2022
727,5,5,Excelente,52128,2022-01-12
728,3,3,Muy bueno,17084,05/10/2023
729,2,1,Regular,17625,05-25-2022
730,2,2,Aceptable,18113,21/12/2023
731,1,1,Deficiente,17273,2022/09/10
732,4,3,Muy bueno,17872,02/11/2022
733,5,5,Excelente,17943,2023-01-25
734,2,3,Aceptable,5241180,05/02/2021
735,5,4,Excelente,17650,2023/10/01
736,4,3,Muy bueno,18266,11-10-2022
737,2,1,Regular,5237114,2021/12/16
738,5,5,Excelente,5068873,2023-04-03
739,1,1,Deficiente,17927,2022-03-30
740,3,3,Muy bueno,17274,01/09/2022
741,3,4,Muy bueno,18497,2021/03/17
742,1,1,Deficiente,52040,2021-09-10
743,1,1,Deficiente,17364,2021-05-08
744,2,2,Aceptable,3962084,19/01/2023
745,2,2,Aceptable,16733,12-24-2021
746,1,1,Deficiente,17956,05-12-2022
747,2,1,Regular,5211393,01-29-2023
748,5,4,Excelente,18118,18/06/2021
749,4,5,Excelente,17924,2021/09/17
750,3,4,Muy bueno,3991019,2023/02/16
751,3,4,Muy bueno,18488,10-26-2023
752,1,1,Deficiente,17412,09-14-2021
753,1,1,Deficiente,5174650,04-06-2023
754,1,2,Regular,16697,11-07-2021
755,2,2,Aceptable,17167,16/05/2021
756,2,3,Aceptable,17696,2022-01-24
757,4,3,Muy bueno,16960,04-21-2021
758,1,2,Regular,18186,12-11-2023
759,2,1,Regular,17519,2021-07-01
760,5,5,Excelente,18425,2022/06/01
761,5,4,Excelente,52049,2022/09/06
762,1,2,Regular,16666,11-21-2023
763,4,3,Muy bueno,17434,2023-05-17
764,1,1,Deficiente,17800,2021-12-04
765,1,1,Deficiente,16874,02-25-2021
766,2,3,Aceptable,52164,03-08-2022
767,1,2,Regular,7125254,22-11-2022
768,2,1,Regular,52179,2023-01-12
769,4,4,Excelente,18631,10/11/2021
770,3,4,Muy bueno,18138,11/09/2021
771,3,4,Muy bueno,452347,2021-08-02
772,4,4,Excelente,17906,05/07/2023
773,2,2,Aceptable,3991213,05-09-2021
774,2,3,Aceptable,7021646,27/11/2021
775,3,4,Muy bueno,8799601,08-22-2021
776,1,1,Deficiente,6819614,2022/08/09
777,1,2,Regular,17324,24-12-2022
778,2,2,Aceptable,17934,2023-10-14
779,3,4,Muy bueno,17991,06-13-2022
780,3,2,Aceptable,3739833,2021/06/19
781,1,1,Deficiente,16985,04-03-2022
782,1,2,Regular,17886,24/01/2022
783,5,5,Excelente,17464,08-06-2022
784,5,5,Excelente,17375,28/01/2021
785,1,1,Deficiente,5237108,2022-07-25
786,5,4,Excelente,16699,26/04/2023
787,5,5,Excelente,17135,06-06-2021
788,4,4,Excelente,52221,10-01-2023
789,2,2,Aceptable,18309,08/09/2021
790,4,3,Muy bueno,8775149,06-05-2021
791,5,5,Excelente,17405,2021/12/22
792,5,5,Excelente,5209024,02-01-2021
793,5,4,Excelente,7125612,2023-11-25
794,4,4,Excelente,18109,20-08-2023
795,1,2,Regular,9237040,2023-04-25
796,2,3,Aceptable,17897,12-05-2021
797,2,1,Regular,17739,09-10-2022
798,1,2,Regular,4940263,2022/05/12
799,2,2,Aceptable,18394,23/01/2021
800,4,4,Excelente,7943813,04-28-2023
801,4,4,Excelente,17818,12-10-2023
802,2,3,Aceptable,8799638,09-05-2021
803,5,5,Excelente,16985,20/10/2022
804,3,2,Aceptable,5071591,28/06/2021
805,4,4,Excelente,17387,09-23-2021
806,1,1,Deficiente,17118,2023/12/07
807,2,2,Aceptable,17210,2021-09-10
808,5,5,Excelente,6819616,05-03-2023
809,1,1,Deficiente,52200,20-02-2022
810,5,4,Excelente,18052,11-16-2021
811,1,1,Deficiente,52129,2022/02/15
812,5,4,Excelente,18089,2022-08-03
813,4,3,Muy bueno,17863,14/10/2021
814,2,3,Aceptable,17556,30-01-2022
815,4,4,Excelente,17032,2023-09-04
816,5,5,Excelente,18423,05-19-2021
817,3,3,Muy bueno,52180,30-10-2022
818,2,3,Aceptable,17126,2023-06-09
819,3,2,Aceptable,7248182,2021-08-18
820,3,3,Muy bueno,16685,2023-10-12
821,5,5,Excelente,18005,10/01/2023
822,5,4,Excelente,17036,28/07/2022
823,3,4,Muy bueno,18182,06/07/2021
824,2,1,Regular,18153,05-17-2023
825,1,1,Deficiente,4794560,03/03/2021
826,4,3,Muy bueno,3573058,2023/08/14
827,2,2,Aceptable,18441,2023-10-29
828,3,4,Muy bueno,3566346,20-09-2023
829,2,2,Aceptable,7882665,2022/08/07
830,5,4,Excelente,8799554,04/07/2021
831,5,4,Excelente,16848,20-09-2022
832,3,2,Aceptable,7595815,15/06/2023
833,4,4,Excelente,17773,02/08/2021
834,1,1,Deficiente,18207,19-12-2021
835,4,3,Muy bueno,17026,15-05-2022
836,3,4,Muy bueno,7882656,19-03-2023
837,1,1,Deficiente,52182,31/10/2023
838,1,1,Deficiente,17064,2021-04-24
839,2,2,Aceptable,17822,2021/08/17
840,2,1,Regular,18283,21/01/2022
841,5,5,Excelente,18275,2021-04-11
842,1,2,Regular,18277,20/12/2023
843,4,5,Excelente,18567,2022-12-24
844,1,1,Deficiente,17171,05-05-2022
845,2,2,Aceptable,17214,2022-07-18
846,5,5,Excelente,18138,2021-05-14
847,1,2,Regular,17874,2022/04/11
848,2,3,Aceptable,18017,2023-05-15
849,3,3,Muy bueno,7887312,2021/04/28
850,4,3,Muy bueno,18080,10-04-2021
851,4,5,Excelente,18233,2022/02/08
852,5,5,Excelente,18341,2022-06-26
853,3,2,Aceptable,17698,2021-07-22
854,2,2,Aceptable,17165,06-08-2022
855,4,4,Excelente,17695,08-27-2023
856,4,3,Muy bueno,18280,2023/10/27
857,5,4,Excelente,16897,2021-08-24
858,1,1,Deficiente,18622,2023-09-09
859,3,4,Muy bueno,18183,2022/07/26
860,5,4,Excelente,17385,05/05/2022
861,2,1,Regular,16924,2023-01-11
862,1,1,Deficiente,18600,13/06/2022
863,2,2,Aceptable,17295,03-31-2021
864,5,5,Excelente,18518,19/03/2022
865,3,3,Muy bueno,5241182,2022-02-27
866,4,5,Excelente,17898,20/06/2022
867,5,5,Excelente,17031,2021-11-21
868,3,3,Muy bueno,17991,03-31-2022
869,1,1,Deficiente,17639,11-29-2023
870,2,2,Aceptable,17317,25/03/2022
871,4,4,Excelente,8914013,2021/08/20
872,2,2,Aceptable,16856,2023-07-25
873,2,3,Aceptable,5207246,2022-11-26
874,2,2,Aceptable,3573917,01-22-2023
875,2,2,Aceptable,16713,23/07/2021
876,5,5,Excelente,7838758,2022-08-26
877,2,2,Aceptable,17724,2021-06-11
878,4,3,Muy bueno,8799531,2023/04/04
879,4,3,Muy bueno,18578,04/11/2022
880,3,4,Muy bueno,451353,2022/06/12
881,2,3,Aceptable,7021749,2023/05/26
882,5,4,Excelente,5653881,2022/12/09
883,1,1,Deficiente,16911,20-12-2021
884,5,5,Excelente,18043,06-30-2022
885,5,5,Excelente,17022,13-06-2022
886,4,4,Excelente,52121,2021/10/20
887,4,3,Muy bueno,18385,2022-04-06
888,2,1,Regular,4749890,11-20-2021
889,4,4,Excelente,18637,2022/12/07
890,1,1,Deficiente,52079,12-27-2021
891,5,4,Excelente,18242,08/05/2021
892,4,3,Muy bueno,17039,2022/01/08
893,3,3,Muy bueno,52232,22/12/2023
894,5,5,Excelente,16965,2022/07/05
895,2,1,Regular,17799,09-11-2023
896,3,3,Muy bueno,8781256,01-12-2023
897,1,1,Deficiente,17374,04/06/2022
898,4,4,Excelente,5237135,2021/01/27
899,5,5,Excelente,17346,24/02/2023
900,2,3,Aceptable,5213831,2023-12-20
901,3,3,Muy bueno,17411,2023-11-04
902,4,3,Muy bueno,18511,05-08-2023
903,1,2,Regular,18565,10-04-2023
904,4,4,Excelente,52190,2021-08-28
905,5,5,Excelente,16792,27-01-2022
906,5,5,Excelente,5241176,08/10/2023
907,5,5,Excelente,5241172,2022/04/23
908,2,3,Aceptable,7129038,10/02/2021
909,3,3,Muy bueno,17337,05-02-2023
910,4,3,Muy bueno,18015,02/01/2021
911,2,3,Aceptable,7182466,09-04-2022
912,1,2,Regular,7129053,2023/08/02
913,1,1,Deficiente,18431,09/02/2023
914,2,2,Aceptable,18176,06-01-2021
915,3,3,Muy bueno,17259,2022/11/10
916,4,3,Muy bueno,52196,06/12/2023
917,5,5,Excelente,18497,2022/03/08
918,3,4,Muy bueno,18549,26-09-2023
919,3,2,Aceptable,18264,07/11/2021
920,1,2,Regular,5213825,04-04-2023
921,3,2,Aceptable,17831,27-02-2022
922,2,2,Aceptable,5211511,08/06/2022
923,3,3,Muy bueno,52232,01-07-2022
924,3,4,Muy bueno,17903,2022-10-18
925,2,3,Aceptable,52169,31/08/2022
926,1,2,Regular,3573051,24-07-2022
927,4,4,Excelente,18063,11-03-2021
928,3,4,Muy bueno,5174650,02-27-2022
929,2,1,Regular,18577,2022-02-24
930,5,4,Excelente,18130,17-03-2023
931,4,3,Muy bueno,17988,2023/05/10
932,4,4,Excelente,16720,05-07-2023
933,4,5,Excelente,17160,19-08-2023
934,2,3,Aceptable,18138,2023/07/10
935,3,2,Aceptable,17811,2022/12/16
936,1,2,Regular,18357,08-26-2021
937,1,1,Deficiente,6905562,2022-08-28
938,5,4,Excelente,461181,08-23-2023
939,2,2,Aceptable,9261936,02/01/2022
940,1,2,Regular,18302,23-10-2023
941,5,5,Excelente,18607,2021/07/21
942,4,3,Muy bueno,18223,22-08-2021
943,4,5,Excelente,17181,2023/04/01
944,1,1,Deficiente,16735,28-06-2022
945,1,2,Regular,7861595,05-02-2022
946,3,2,Aceptable,4795654,2023-09-24
947,3,4,Muy bueno,5237129,14/11/2022
948,2,1,Regular,17096,02-06-2021
949,5,5,Excelente,6909670,2022/05/31
950,2,3,Aceptable,16973,2022-11-30
951,4,5,Excelente,16895,12-17-2022
952,4,5,Excelente,16905,2022-01-10
953,3,2,Aceptable,52198,21/08/2021
954,5,5,Excelente,5240288,19-12-2023
955,1,2,Regular,6819625,11-04-2021
956,4,4,Excelente,17928,2023/11/10
957,4,5,Excelente,5802688,27-08-2023
958,5,4,Excelente,5270355,2023/11/10
959,2,3,Aceptable,17736,2022-03-17
960,2,3,Aceptable,16812,25/03/2021
961,1,1,Deficiente,16657,17/07/2023
962,3,3,Muy bueno,17036,23-11-2022
963,2,2,Aceptable,16883,25/04/2023
964,5,4,Excelente,18631,2021-08-29
965,5,4,Excelente,17614,01-06-2022
966,3,2,Aceptable,17805,2021/04/27
967,2,2,Aceptable,17650,08-11-2022
968,1,1,Deficiente,7248182,2022-10-30
969,2,1,Regular,18527,2022/05/22
970,2,3,Aceptable,16917,20/05/2023
971,4,5,Excelente,18404,12-08-2022
972,1,2,Regular,52215,2021-01-13
973,4,4,Excelente,18187,06-03-2022
974,5,5,Excelente,52106,2021-08-12
975,3,3,Muy bueno,18468,2021/10/29
976,4,5,Excelente,17430,2023-11-22
977,3,3,Muy bueno,17732,02-12-2022
978,2,2,Aceptable,17390,21-02-2023
979,5,4,Excelente,17744,12-07-2021
980,5,5,Excelente,17764,10-25-2021
981,2,3,Aceptable,17225,16/10/2021
982,1,1,Deficiente,18540,2023-08-20
983,5,5,Excelente,18067,11-10-2023
984,2,2,Aceptable,52156,2022-07-07
985,1,1,Deficiente,18014,22-02-2023
986,3,2,Aceptable,5246188,2022/12/26
987,3,4,Muy bueno,18331,11-12-2022
988,2,1,Regular,17519,17-09-2021
989,1,1,Deficiente,16989,27/07/2021
990,5,5,Excelente,16925,2022/12/05
991,2,2,Aceptable,18322,2022/09/22
992,4,5,Excelente,17716,2022-03-24
993,3,3,Muy bueno,17410,11-23-2023
994,2,2,Aceptable,18485,08/09/2022
995,2,2,Aceptable,17593,2023/01/09
996,1,1,Deficiente,16866,23-04-2021
997,1,1,Deficiente,16983,08-11-2022
998,2,3,Aceptable,18586,2021/06/03
999,4,3,Muy bueno,18080,31-01-2021
1000,4,5,Excelente,17396,27-09-2022
1001,2,3,Aceptable,17133,2021-02-06
1002,1,2,Regular,17725,04/03/2023
1003,3,4,Muy bueno,17737,2023/08/12
1004,4,4,Excelente,7538071,28/04/2023
1005,3,3,Muy bueno,52031,2021/08/27
1006,5,5,Excelente,5219929,2021/04/05
1007,4,4,Excelente,17330,2023/09/20
1008,4,4,Excelente,17054,23/11/2023
1009,5,5,Excelente,17442,2022/04/18
1010,5,5,Excelente,7862164,03-25-2022
1011,5,4,Excelente,17907,2021/06/22
1012,3,4,Muy bueno,18470,2021-07-28
1013,2,2,Aceptable,52185,2023/05/15
1014,5,5,Excelente,17013,01-01-2021
1015,5,5,Excelente,5213823,2023/07/13
1016,5,5,Excelente,5218552,05-29-2021
1017,1,1,Deficiente,18215,2022/02/01
1018,5,5,Excelente,4737943,07/10/2022
1019,3,3,Muy bueno,18563,11-06-2023
1020,1,1,Deficiente,52121,2023-12-08
1021,2,3,Aceptable,18082,2023-01-25
1022,4,3,Muy bueno,17847,12-11-2021
1023,1,1,Deficiente,17057,2021-01-29
1024,3,4,Muy bueno,17579,2021-01-29
1025,5,5,Excelente,16698,2023/04/21
1026,1,1,Deficiente,5213834,08-12-2021
1027,4,3,Muy bueno,18590,2021-12-27
1028,4,4,Excelente,17506,2022-09-18
1029,3,3,Muy bueno,17301,21/07/2023
1030,4,5,Excelente,17267,21-06-2021
1031,3,4,Muy bueno,18630,31-08-2022
1032,4,5,Excelente,7895078,2021-05-27
1033,1,2,Regular,17056,2023/02/06
1034,3,2,Aceptable,17724,2021/04/01
1035,4,5,Excelente,17139,2021-10-19
1036,4,5,Excelente,16858,2022-05-30
1037,3,2,Aceptable,7168553,2022-03-30
1038,2,3,Aceptable,7882667,29-04-2022
1039,4,5,Excelente,17156,2021-09-21
1040,5,4,Excelente,18165,29/01/2022
1041,5,5,Excelente,17404,06-07-2021
1042,1,1,Deficiente,18072,23/04/2022
1043,4,5,Excelente,18284,2021/05/14
1044,3,2,Aceptable,17536,2021-07-24
1045,2,2,Aceptable,16929,13/07/2022
1046,3,2,Aceptable,17470,2022-01-07
1047,3,4,Muy bueno,3568300,02-14-2021
1048,3,2,Aceptable,5219922,02/02/2023
1049,1,1,Deficiente,18372,09/06/2022
1050,4,5,Excelente,18202,2022-04-04
1051,1,1,Deficiente,18526,2021-06-23
1052,3,2,Aceptable,17955,2022-07-24
1053,4,4,Excelente,17697,2023-03-14
1054,3,4,Muy bueno,5237109,06-06-2022
1055,1,1,Deficiente,52076,2021-12-27
1056,2,3,Aceptable,16865,26/03/2021
1057,5,5,Excelente,17601,30/04/2023
1058,2,2,Aceptable,451584,2021/08/20
1059,4,4,Excelente,17051,2021/10/24
1060,4,3,Muy bueno,5003366,08/07/2023
1061,2,2,Aceptable,17745,2021-07-28
1062,1,1,Deficiente,16879,15/01/2022
1063,3,3,Muy bueno,18340,2021-12-21
1064,2,2,Aceptable,18509,01-25-2021
1065,2,3,Aceptable,17049,2022/12/13
1066,4,3,Muy bueno,5241185,07-06-2023
1067,4,5,Excelente,17868,2023-01-18
1068,3,3,Muy bueno,16943,05-05-2023
1069,3,4,Muy bueno,17200,19-11-2021
1070,4,5,Excelente,52054,2023/05/01
1071,3,3,Muy bueno,17180,14/09/2023
1072,5,5,Excelente,7142118,10-24-2021
1073,2,3,Aceptable,17102,2021-08-23
1074,5,4,Excelente,17827,2021/11/18
1075,3,3,Muy bueno,52124,19/09/2022
1076,5,4,Excelente,16720,23/09/2021
1077,5,5,Excelente,18007,2022/11/27
1078,4,3,Muy bueno,5237111,12/05/2022
1079,3,2,Aceptable,18042,2023-09-02
1080,5,4,Excelente,16856,07-08-2022
1081,3,3,Muy bueno,17779,2022-05-22
1082,4,3,Muy bueno,17198,2021/07/26
1083,4,3,Muy bueno,16984,24-12-2023
1084,4,4,Excelente,17274,2023/11/27
1085,2,3,Aceptable,5654057,2021/06/04
1086,5,5,Excelente,18101,07-10-2023
1087,1,1,Deficiente,8927341,2021/10/26
1088,1,1,Deficiente,6819620,29-12-2022
1089,1,1,Deficiente,16888,08/10/2023
1090,1,1,Deficiente,17740,08-31-2023
1091,2,2,Aceptable,18296,20/10/2023
1092,3,3,Muy bueno,18599,2023/07/26
1093,4,5,Excelente,16859,29/09/2021
1094,2,3,Aceptable,17499,05-15-2021
1095,1,2,Regular,5272342,05-01-2023
1096,4,4,Excelente,7943797,09-02-2023
1097,3,3,Muy bueno,16940,10-15-2021
1098,1,1,Deficiente,52229,2022/07/21
1099,5,5,Excelente,17721,09/09/2021
1100,1,1,Deficiente,16878,14-02-2023
1101,4,3,Muy bueno,5241177,23/06/2023
1102,1,2,Regular,52137,2021/02/06
1103,5,5,Excelente,16923,10-10-2022
1104,5,4,Excelente,5246188,02-04-2022
1105,3,4,Muy bueno,5056315,01/03/2023
1106,2,1,Regular,17638,16-12-2023
1107,2,3,Aceptable,18339,10-13-2022
1108,4,5,Excelente,16664,03-22-2021
1109,2,3,Aceptable,17705,10-11-2021
1110,5,5,Excelente,5241177,22/03/2023
1111,3,3,Muy bueno,16657,2022/09/16
1112,1,1,Deficiente,5219933,2022-05-30
1113,4,5,Excelente,18476,2021/07/09
1114,1,1,Deficiente,17941,2021-12-07
1115,4,4,Excelente,16771,25-08-2023
1116,2,3,Aceptable,18149,10-21-2023
1117,2,3,Aceptable,18622,19-03-2021
1118,5,4,Excelente,17335,01/07/2022
1119,4,3,Muy bueno,3573055,2022-11-01
1120,4,4,Excelente,17024,2023-04-27
1121,3,2,Aceptable,18115,2022-12-28
1122,3,3,Muy bueno,5654051,2023/05/17
1123,2,1,Regular,17217,2021-09-19
1124,3,4,Muy bueno,17757,2022/03/19
1125,2,2,Aceptable,18267,2022/07/25
1126,4,3,Muy bueno,17853,06/03/2022
1127,2,1,Regular,17619,2022-08-20
1128,5,5,Excelente,17805,2023-11-26
1129,2,1,Regular,7908048,06/11/2023
1130,4,4,Excelente,18416,11-21-2023
1131,5,5,Excelente,18465,23-01-2023
1132,3,3,Muy bueno,17992,2021-07-28
1133,2,1,Regular,5246193,02/02/2022
1134,2,2,Aceptable,5241181,2023/01/29
1135,3,2,Aceptable,17101,2022-04-14
1136,2,3,Aceptable,17514,02-14-2021
1137,2,1,Regular,5133174,30-07-2023
1138,3,3,Muy bueno,18362,02-06-2023
1139,1,2,Regular,17553,2023-08-01
1140,3,2,Aceptable,7165942,09-11-2023
1141,2,1,Regular,17896,12/01/2023
1142,1,1,Deficiente,18242,04/12/2021
1143,4,5,Excelente,8799532,10-10-2023
1144,4,5,Excelente,7126577,19/12/2021
1145,4,5,Excelente,52209,2022/07/07
1146,2,1,Regular,7107703,2022-01-09
1147,2,1,Regular,18622,05-26-2022
1148,3,2,Aceptable,17453,2022-02-18
1149,4,4,Excelente,17156,2021/09/03
1150,1,1,Deficiente,52197,2021-10-04
1151,4,5,Excelente,8927341,12-12-2022
1152,2,3,Aceptable,16718,14/10/2021
1153,1,2,Regular,3991153,20-02-2023
1154,5,5,Excelente,17118,04-05-2021
1155,5,5,Excelente,52225,2023/09/04
1156,2,2,Aceptable,5211511,2022/01/08
1157,3,4,Muy bueno,9180738,03-24-2022
1158,2,2,Aceptable,17000,2021/07/30
1159,1,2,Regular,5174681,01-18-2021
1160,1,1,Deficiente,17744,11-02-2023
1161,5,5,Excelente,3567539,11-07-2022
1162,5,5,Excelente,18295,28-07-2021
1163,1,1,Deficiente,18369,2023/12/26
1164,1,1,Deficiente,9049654,2023-01-05
1165,2,3,Aceptable,17059,04/06/2021
1166,1,1,Deficiente,18473,2023/03/30
1167,1,1,Deficiente,17508,2023-07-02
1168,1,2,Regular,5237124,07/05/2022
1169,2,1,Regular,17044,22/02/2022
1170,3,3,Muy bueno,18505,2021/07/14
1171,1,1,Deficiente,52087,2021/06/06
1172,2,2,Aceptable,3991087,18-12-2022
1173,2,3,Aceptable,8785833,11-28-2021
1174,5,5,Excelente,4990656,12-31-2023
1175,4,4,Excelente,52227,04-10-2022
1176,3,3,Muy bueno,17725,13/09/2023
1177,2,3,Aceptable,18376,04/05/2022
1178,1,2,Regular,52179,2022-06-03
1179,1,1,Deficiente,3576105,01-07-2022
1180,2,2,Aceptable,17831,10-04-2021
1181,4,3,Muy bueno,18577,23-04-2023
1182,2,3,Aceptable,8781302,2022-10-16
1183,1,1,Deficiente,18425,20-10-2021
1184,2,2,Aceptable,18440,2022/11/19
1185,4,4,Excelente,18319,26-03-2023
1186,2,2,Aceptable,5178801,16/12/2021
1187,1,1,Deficiente,18237,11-13-2022
1188,4,5,Excelente,16722,07-15-2021
1189,2,1,Regular,451353,2022/10/09
1190,3,2,Aceptable,18419,11-17-2023
1191,5,5,Excelente,18248,10-09-2021
1192,5,5,Excelente,18525,03/09/2021
1193,1,2,Regular,5209024,2023-06-26
1194,2,2,Aceptable,17148,2023/09/05
1195,2,2,Aceptable,17339,02-19-2021
1196,3,3,Muy bueno,17247,2022/03/30
1197,2,1,Regular,52163,2022-10-02
1198,1,1,Deficiente,17023,2022/12/08
1199,5,5,Excelente,5654059,04-09-2023
1200,4,4,Excelente,17819,22-04-2022
1201,2,3,Aceptable,17147,2021-02-15
1202,1,1,Deficiente,17847,06-27-2022
1203,2,3,Aceptable,4988049,23-05-2023
1204,5,5,Excelente,18304,2023-10-27
1205,1,1,Deficiente,17850,03-10-2021
1206,1,1,Deficiente,4749895,14-08-2022
1207,3,4,Muy bueno,16934,2023/01/24
1208,4,5,Excelente,17867,04/01/2022
1209,5,5,Excelente,16724,01-07-2021
1210,2,3,Aceptable,18406,29/10/2023
1211,5,5,Excelente,52208,2022/10/26
1212,4,3,Muy bueno,7591618,10-29-2021
1213,3,4,Muy bueno,17106,2021/02/25
1214,4,4,Excelente,17711,01-12-2021
1215,1,1,Deficiente,18408,2021-06-30
1216,4,4,Excelente,17851,02/04/2023
1217,4,4,Excelente,18118,16-07-2021
1218,4,4,Excelente,5010682,21/12/2021
1219,4,5,Excelente,7127775,2022-01-08
1220,1,1,Deficiente,5241182,11-27-2022
1221,4,3,Muy bueno,5240276,25/03/2023
1222,4,3,Muy bueno,52157,03/03/2023
1223,3,2,Aceptable,52181,06-14-2022
1224,2,1,Regular,17280,11-07-2023
1225,2,2,Aceptable,18466,19-08-2023
1226,5,5,Excelente,18565,2021/05/20
1227,4,3,Muy bueno,17739,10-03-2023
1228,3,3,Muy bueno,5219929,2021/02/26
1229,1,2,Regular,52142,25/11/2022
1230,1,1,Deficiente,17778,02/08/2022
1231,1,2,Regular,18197,03-02-2021
1232,4,4,Excelente,18039,2023/10/12
1233,1,1,Deficiente,17460,2023/11/06
1234,3,4,Muy bueno,18562,20-10-2022
1235,1,2,Regular,6819615,02/05/2021
1236,2,1,Regular,7107699,28/05/2021
1237,2,3,Aceptable,17928,07/05/2023
1238,5,4,Excelente,17146,01-11-2023
1239,3,3,Muy bueno,17018,08-07-2022
1240,3,2,Aceptable,16890,05/11/2021
1241,2,1,Regular,16885,2023/05/15
1242,5,5,Excelente,7591686,2022/06/05
1243,4,5,Excelente,52119,02-02-2021
1244,3,3,Muy bueno,52152,21-07-2021
1245,5,4,Excelente,17763,2023/09/12
1246,2,1,Regular,18628,2023/07/23
1247,2,3,Aceptable,18201,07-12-2022
1248,4,5,Excelente,18524,10/05/2023
1249,3,2,Aceptable,18079,31-01-2021
1250,1,2,Regular,52082,26/08/2022
1251,2,2,Aceptable,16937,16/08/2021
1252,2,1,Regular,18485,30-10-2023
1253,1,1,Deficiente,16781,16-08-2023
1254,1,1,Deficiente,16859,21/11/2021
1255,1,2,Regular,17116,21-10-2021
1256,3,4,Muy bueno,52074,2022/08/27
1257,2,1,Regular,16959,20/06/2023
1258,3,2,Aceptable,5241167,25/04/2021
1259,4,4,Excelente,17507,25/08/2023
