ID,FECHA_INTERVENCION,TIPO_INTERVENCION,ESTADO_PREVIO,ESTADO_POSTERIOR,JuegoID,Tipo,Comentarios
"-239,00 MNT",2024-08-27,Emergencia,Malo,Regular,3567922,preventivo,Comentario sobre el mantenimiento 239
"-240,00 MNT",11-26-2023,Emergencia,Regular,Malo,3743757,queja_usuario,Comentario sobre el mantenimiento 240
"-241,00 MNT",27-03-2024,Correctivo,Bueno,Malo,3531311,queja_usuario,Comentario sobre el mantenimiento 241
"-242,00 MNT",02-03-2024,Correctivo,Bueno,Malo,7927335,queja_usuario,Comentario sobre el mantenimiento 242
"-243,00 MNT",14/02/2024,Correctivo,Bueno,Malo,9435347,queja_usuario,Comentario sobre el mantenimiento 243
"-244,00 MNT",01-28-2024,Preventivo,Regular,Regular,33919,queja_usuario,Comentario sobre el mantenimiento 244
"-245,00 MNT",2024-02-12,Emergencia,Bueno,Bueno,24947,preventivo,Comentario sobre el mantenimiento 245
"-246,00 MNT",2024-03-23,Correctivo,Malo,Malo,5492837,preventivo,Comentario sobre el mantenimiento 246
"-247,00 MNT",08-16-2024,Correctivo,Malo,Regular,32734,queja_usuario,Comentario sobre el mantenimiento 247
"-248,00 MNT",01-18-2024,Correctivo,Malo,Bueno,5128756,preventivo,Comentario sobre el mantenimiento 248
"-249,00 MNT",28-08-2024,Preventivo,Bueno,Regular,9294740,queja_usuario,Comentario sobre el mantenimiento 249
"-250,00 MNT",04-04-2024,Emergencia,Regular,Regular,33316,queja_usuario,Comentario sobre el mantenimiento 250
"-251,00 MNT",18-04-2024,Emergencia,Malo,Regular,8891693,preventivo,Comentario sobre el mantenimiento 251
"-252,00 MNT",10-25-2023,Preventivo,Bueno,Bueno,9191209,queja_usuario,Comentario sobre el mantenimiento 252
"-253,00 MNT",09-19-2024,Preventivo,Regular,Bueno,9049856,preventivo,Comentario sobre el mantenimiento 253
"-254,00 MNT",10/11/2023,Correctivo,Malo,Regular,33764,queja_usuario,Comentario sobre el mantenimiento 254
"-255,00 MNT",14-07-2024,Preventivo,Regular,Regular,3568326,queja_usuario,Comentario sobre el mantenimiento 255
"-256,00 MNT",01-01-2024,Correctivo,Malo,Bueno,5659370,queja_usuario,Comentario sobre el mantenimiento 256
"-257,00 MNT",02-11-2024,Correctivo,Regular,Bueno,5195545,queja_usuario,Comentario sobre el mantenimiento 257
"-258,00 MNT",2024-09-11,Correctivo,Regular,Malo,33658,queja_usuario,Comentario sobre el mantenimiento 258
"-259,00 MNT",07-23-2024,Emergencia,Bueno,Regular,4793075,preventivo,Comentario sobre el mantenimiento 259
"-260,00 MNT",2024/03/30,Emergencia,Bueno,Malo,19355,preventivo,Comentario sobre el mantenimiento 260
"-261,00 MNT",30/01/2024,Correctivo,Regular,Malo,9176693,preventivo,Comentario sobre el mantenimiento 261
"-262,00 MNT",04/05/2024,Correctivo,Bueno,Bueno,7850128,queja_usuario,Comentario sobre el mantenimiento 262
"-263,00 MNT",15-05-2024,Emergencia,Regular,Regular,7603085,preventivo,Comentario sobre el mantenimiento 263
"-264,00 MNT",08-20-2024,Emergencia,Malo,Bueno,32492,preventivo,Comentario sobre el mantenimiento 264
"-265,00 MNT",16/04/2024,Correctivo,Regular,Bueno,7761352,preventivo,Comentario sobre el mantenimiento 265
"-266,00 MNT",01-21-2024,Preventivo,Regular,Bueno,5659593,preventivo,Comentario sobre el mantenimiento 266
"-267,00 MNT",2024-05-29,Preventivo,Bueno,Regular,9288611,preventivo,Comentario sobre el mantenimiento 267
"-268,00 MNT",13/12/2023,Emergencia,Bueno,Regular,21559,preventivo,Comentario sobre el mantenimiento 268
"-269,00 MNT",14-11-2023,Preventivo,Regular,Regular,5492492,preventivo,Comentario sobre el mantenimiento 269
"-270,00 MNT",2024-09-26,Emergencia,Malo,Bueno,25064,preventivo,Comentario sobre el mantenimiento 270
"-271,00 MNT",26-05-2024,Preventivo,Regular,Regular,8803494,queja_usuario,Comentario sobre el mantenimiento 271
"-272,00 MNT",28/01/2024,Correctivo,Bueno,Regular,3532743,preventivo,Comentario sobre el mantenimiento 272
"-273,00 MNT",15-01-2024,Preventivo,Bueno,Bueno,8803674,preventivo,Comentario sobre el mantenimiento 273
"-274,00 MNT",31-07-2024,Emergencia,Regular,Bueno,58501,queja_usuario,Comentario sobre el mantenimiento 274
"-275,00 MNT",30-09-2024,Preventivo,Regular,Regular,5173654,queja_usuario,Comentario sobre el mantenimiento 275
"-276,00 MNT",14/11/2023,Emergencia,Regular,Bueno,20157,preventivo,Comentario sobre el mantenimiento 276
"-277,00 MNT",04-23-2024,Correctivo,Regular,Regular,7928585,preventivo,Comentario sobre el mantenimiento 277
"-278,00 MNT",09/02/2024,Preventivo,Bueno,Regular,7144279,queja_usuario,Comentario sobre el mantenimiento 278
"-279,00 MNT",01-12-2024,Emergencia,Malo,Bueno,6777775,preventivo,Comentario sobre el mantenimiento 279
"-280,00 MNT",03/07/2024,Emergencia,Bueno,Malo,7126504,queja_usuario,Comentario sobre el mantenimiento 280
"-281,00 MNT",27-01-2024,Emergencia,Bueno,Bueno,3569341,queja_usuario,Comentario sobre el mantenimiento 281
"-282,00 MNT",30-11-2023,Preventivo,Regular,Bueno,32883,preventivo,Comentario sobre el mantenimiento 282
"-283,00 MNT",22-11-2023,Correctivo,Bueno,Bueno,21930,preventivo,Comentario sobre el mantenimiento 283
"-284,00 MNT",2024/01/18,Preventivo,Malo,Malo,33284,queja_usuario,Comentario sobre el mantenimiento 284
"-285,00 MNT",06/08/2024,Correctivo,Malo,Bueno,22402,queja_usuario,Comentario sobre el mantenimiento 285
"-286,00 MNT",2024-01-11,Emergencia,Regular,Bueno,3569233,queja_usuario,Comentario sobre el mantenimiento 286
"-287,00 MNT",07-04-2024,Emergencia,Malo,Bueno,9051957,preventivo,Comentario sobre el mantenimiento 287
"-288,00 MNT",10-01-2024,Emergencia,Regular,Bueno,3565660,preventivo,Comentario sobre el mantenimiento 288
"-289,00 MNT",2024/09/13,Correctivo,Regular,Malo,7897954,preventivo,Comentario sobre el mantenimiento 289
"-290,00 MNT",2023-10-23,Preventivo,Bueno,Bueno,8909769,queja_usuario,Comentario sobre el mantenimiento 290
"-291,00 MNT",03-06-2024,Correctivo,Bueno,Bueno,24797,queja_usuario,Comentario sobre el mantenimiento 291
"-292,00 MNT",04-09-2024,Correctivo,Malo,Malo,34782,queja_usuario,Comentario sobre el mantenimiento 292
"-293,00 MNT",2024/05/12,Emergencia,Regular,Regular,3576564,preventivo,Comentario sobre el mantenimiento 293
"-294,00 MNT",2024/06/25,Emergencia,Regular,Regular,33733,preventivo,Comentario sobre el mantenimiento 294
"-295,00 MNT",2024/09/28,Correctivo,Malo,Malo,4737935,queja_usuario,Comentario sobre el mantenimiento 295
"-296,00 MNT",2024/07/18,Preventivo,Malo,Regular,3581515,preventivo,Comentario sobre el mantenimiento 296
"-297,00 MNT",2024-04-01,Preventivo,Regular,Regular,34132,queja_usuario,Comentario sobre el mantenimiento 297
"-298,00 MNT",2024-08-29,Correctivo,Bueno,Malo,20281,queja_usuario,Comentario sobre el mantenimiento 298
"-299,00 MNT",02/11/2023,Correctivo,Regular,Regular,8803428,queja_usuario,Comentario sobre el mantenimiento 299
"-300,00 MNT",06/12/2023,Correctivo,Regular,Malo,59712,preventivo,Comentario sobre el mantenimiento 300
"-301,00 MNT",23-07-2024,Emergencia,Bueno,Malo,7861628,queja_usuario,Comentario sobre el mantenimiento 301
"-302,00 MNT",12-09-2024,Correctivo,Bueno,Regular,9187165,preventivo,Comentario sobre el mantenimiento 302
"-303,00 MNT",12-23-2023,Preventivo,Regular,Malo,20517,preventivo,Comentario sobre el mantenimiento 303
"-304,00 MNT",24/12/2023,Correctivo,Regular,Bueno,8976376,preventivo,Comentario sobre el mantenimiento 304
"-305,00 MNT",22/05/2024,Preventivo,Regular,Malo,21161,preventivo,Comentario sobre el mantenimiento 305
"-306,00 MNT",2024-06-06,Emergencia,Malo,Bueno,5220932,queja_usuario,Comentario sobre el mantenimiento 306
"-307,00 MNT",07-26-2024,Emergencia,Malo,Malo,9494949,queja_usuario,Comentario sobre el mantenimiento 307
"-308,00 MNT",06-22-2024,Correctivo,Bueno,Bueno,34959,queja_usuario,Comentario sobre el mantenimiento 308
"-309,00 MNT",14/01/2024,Emergencia,Malo,Regular,25010,preventivo,Comentario sobre el mantenimiento 309
"-310,00 MNT",2024-07-23,Preventivo,Malo,Malo,7059090,preventivo,Comentario sobre el mantenimiento 310
"-311,00 MNT",02-09-2024,Preventivo,Regular,Bueno,34111,queja_usuario,Comentario sobre el mantenimiento 311
"-312,00 MNT",2024/08/20,Emergencia,Bueno,Regular,19846,queja_usuario,Comentario sobre el mantenimiento 312
"-313,00 MNT",2024/08/01,Preventivo,Malo,Malo,7862155,queja_usuario,Comentario sobre el mantenimiento 313
"-314,00 MNT",2023/11/04,Emergencia,Bueno,Bueno,9398283,queja_usuario,Comentario sobre el mantenimiento 314
"-315,00 MNT",07/10/2024,Emergencia,Regular,Malo,8888516,queja_usuario,Comentario sobre el mantenimiento 315
"-316,00 MNT",04-09-2024,Emergencia,Bueno,Bueno,9405968,preventivo,Comentario sobre el mantenimiento 316
"-317,00 MNT",22/06/2024,Emergencia,Malo,Malo,7861113,queja_usuario,Comentario sobre el mantenimiento 317
"-318,00 MNT",18/07/2024,Correctivo,Regular,Bueno,33262,preventivo,Comentario sobre el mantenimiento 318
"-319,00 MNT",01-11-2023,Correctivo,Bueno,Regular,7246290,queja_usuario,Comentario sobre el mantenimiento 319
"-320,00 MNT",2024/10/13,Preventivo,Malo,Regular,60194,preventivo,Comentario sobre el mantenimiento 320
"-321,00 MNT",2023-12-03,Correctivo,Bueno,Bueno,9291569,queja_usuario,Comentario sobre el mantenimiento 321
"-322,00 MNT",11-29-2023,Correctivo,Bueno,Regular,4986213,queja_usuario,Comentario sobre el mantenimiento 322
"-323,00 MNT",25-08-2024,Emergencia,Malo,Regular,58513,preventivo,Comentario sobre el mantenimiento 323
"-324,00 MNT",16-04-2024,Preventivo,Malo,Regular,19326,preventivo,Comentario sobre el mantenimiento 324
"-325,00 MNT",2024/02/15,Preventivo,Malo,Malo,8943961,queja_usuario,Comentario sobre el mantenimiento 325
"-326,00 MNT",2023/11/07,Emergencia,Regular,Bueno,21792,queja_usuario,Comentario sobre el mantenimiento 326
"-327,00 MNT",2024-01-28,Correctivo,Malo,Regular,7741881,queja_usuario,Comentario sobre el mantenimiento 327
"-328,00 MNT",11-06-2023,Correctivo,Malo,Malo,22564,queja_usuario,Comentario sobre el mantenimiento 328
"-329,00 MNT",09-11-2024,Preventivo,Malo,Bueno,8804540,preventivo,Comentario sobre el mantenimiento 329
"-330,00 MNT",2024/07/07,Emergencia,Regular,Regular,7246004,preventivo,Comentario sobre el mantenimiento 330
"-331,00 MNT",01-09-2024,Correctivo,Bueno,Malo,451354,queja_usuario,Comentario sobre el mantenimiento 331
"-332,00 MNT",2024/02/10,Correctivo,Regular,Malo,7245932,preventivo,Comentario sobre el mantenimiento 332
"-333,00 MNT",07-07-2024,Emergencia,Bueno,Bueno,3576356,preventivo,Comentario sobre el mantenimiento 333
"-334,00 MNT",05-29-2024,Preventivo,Malo,Regular,58844,preventivo,Comentario sobre el mantenimiento 334
"-335,00 MNT",06-29-2024,Emergencia,Malo,Bueno,9496468,queja_usuario,Comentario sobre el mantenimiento 335
"-336,00 MNT",04-19-2024,Preventivo,Regular,Bueno,33866,preventivo,Comentario sobre el mantenimiento 336
"-337,00 MNT",25-09-2024,Emergencia,Bueno,Malo,59184,queja_usuario,Comentario sobre el mantenimiento 337
"-338,00 MNT",07-13-2024,Correctivo,Bueno,Bueno,3530747,queja_usuario,Comentario sobre el mantenimiento 338
"-339,00 MNT",24/02/2024,Preventivo,Regular,Bueno,21792,queja_usuario,Comentario sobre el mantenimiento 339
"-340,00 MNT",02-10-2024,Correctivo,Malo,Bueno,7928129,preventivo,Comentario sobre el mantenimiento 340
"-341,00 MNT",2024/04/18,Correctivo,Malo,Bueno,19537,preventivo,Comentario sobre el mantenimiento 341
"-342,00 MNT",05-04-2024,Preventivo,Regular,Regular,5197246,preventivo,Comentario sobre el mantenimiento 342
"-343,00 MNT",18/04/2024,Correctivo,Malo,Malo,58136,queja_usuario,Comentario sobre el mantenimiento 343
"-344,00 MNT",2023-12-18,Preventivo,Bueno,Malo,7889389,queja_usuario,Comentario sobre el mantenimiento 344
"-345,00 MNT",27/09/2024,Correctivo,Malo,Bueno,34211,queja_usuario,Comentario sobre el mantenimiento 345
"-346,00 MNT",2024/09/05,Correctivo,Malo,Regular,5025123,queja_usuario,Comentario sobre el mantenimiento 346
"-347,00 MNT",2023/12/18,Correctivo,Bueno,Regular,58344,preventivo,Comentario sobre el mantenimiento 347
"-348,00 MNT",2024/05/05,Correctivo,Bueno,Regular,3531006,preventivo,Comentario sobre el mantenimiento 348
"-349,00 MNT",2024-09-12,Emergencia,Regular,Bueno,58796,queja_usuario,Comentario sobre el mantenimiento 349
"-350,00 MNT",2024/09/21,Correctivo,Bueno,Regular,7116166,preventivo,Comentario sobre el mantenimiento 350
"-351,00 MNT",2024/02/03,Emergencia,Regular,Bueno,9052557,preventivo,Comentario sobre el mantenimiento 351
"-352,00 MNT",13-06-2024,Preventivo,Regular,Regular,5207248,queja_usuario,Comentario sobre el mantenimiento 352
"-353,00 MNT",2024/09/09,Emergencia,Regular,Bueno,25026,preventivo,Comentario sobre el mantenimiento 353
"-354,00 MNT",2024/08/16,Correctivo,Regular,Bueno,8820178,queja_usuario,Comentario sobre el mantenimiento 354
"-355,00 MNT",28/08/2024,Preventivo,Regular,Bueno,34993,preventivo,Comentario sobre el mantenimiento 355
"-356,00 MNT",28-11-2023,Emergencia,Bueno,Malo,58360,queja_usuario,Comentario sobre el mantenimiento 356
"-357,00 MNT",2024-09-03,Correctivo,Bueno,Bueno,4795668,queja_usuario,Comentario sobre el mantenimiento 357
"-358,00 MNT",05-14-2024,Preventivo,Regular,Bueno,19369,queja_usuario,Comentario sobre el mantenimiento 358
"-359,00 MNT",03-08-2024,Emergencia,Regular,Regular,21148,preventivo,Comentario sobre el mantenimiento 359
"-360,00 MNT",04/11/2023,Emergencia,Malo,Bueno,9157605,preventivo,Comentario sobre el mantenimiento 360
"-361,00 MNT",12/07/2024,Emergencia,Regular,Bueno,59849,preventivo,Comentario sobre el mantenimiento 361
"-362,00 MNT",09/11/2023,Preventivo,Malo,Bueno,7168681,preventivo,Comentario sobre el mantenimiento 362
"-363,00 MNT",04-06-2024,Emergencia,Malo,Regular,5658295,queja_usuario,Comentario sobre el mantenimiento 363
"-364,00 MNT",2023-12-02,Preventivo,Bueno,Bueno,3568960,preventivo,Comentario sobre el mantenimiento 364
"-365,00 MNT",05-26-2024,Correctivo,Malo,Bueno,3566348,preventivo,Comentario sobre el mantenimiento 365
"-366,00 MNT",2024-09-25,Correctivo,Malo,Malo,9243057,preventivo,Comentario sobre el mantenimiento 366
"-367,00 MNT",17-07-2024,Emergencia,Regular,Regular,59999,preventivo,Comentario sobre el mantenimiento 367
"-368,00 MNT",2023-12-27,Preventivo,Bueno,Malo,33685,queja_usuario,Comentario sobre el mantenimiento 368
"-369,00 MNT",2024-02-21,Emergencia,Bueno,Malo,32689,queja_usuario,Comentario sobre el mantenimiento 369
"-370,00 MNT",2024/05/12,Correctivo,Bueno,Regular,21623,preventivo,Comentario sobre el mantenimiento 370
"-371,00 MNT",05-08-2024,Preventivo,Bueno,Bueno,4990334,preventivo,Comentario sobre el mantenimiento 371
"-372,00 MNT",01-14-2024,Correctivo,Regular,Bueno,9157741,preventivo,Comentario sobre el mantenimiento 372
"-373,00 MNT",01-26-2024,Emergencia,Malo,Bueno,21431,preventivo,Comentario sobre el mantenimiento 373
"-374,00 MNT",2024/06/16,Preventivo,Malo,Bueno,5158947,queja_usuario,Comentario sobre el mantenimiento 374
"-375,00 MNT",02-11-2024,Correctivo,Malo,Regular,7822977,queja_usuario,Comentario sobre el mantenimiento 375
"-376,00 MNT",2023/11/19,Correctivo,Bueno,Bueno,5658641,queja_usuario,Comentario sobre el mantenimiento 376
"-377,00 MNT",10-29-2023,Preventivo,Bueno,Malo,19538,queja_usuario,Comentario sobre el mantenimiento 377
"-378,00 MNT",21-07-2024,Preventivo,Malo,Bueno,9313151,preventivo,Comentario sobre el mantenimiento 378
"-379,00 MNT",2023-11-11,Correctivo,Bueno,Malo,5211277,queja_usuario,Comentario sobre el mantenimiento 379
"-380,00 MNT",2024-03-13,Correctivo,Regular,Malo,3530995,queja_usuario,Comentario sobre el mantenimiento 380
"-381,00 MNT",11/06/2024,Preventivo,Bueno,Regular,53218,queja_usuario,Comentario sobre el mantenimiento 381
"-382,00 MNT",2023/10/30,Emergencia,Bueno,Malo,8987388,preventivo,Comentario sobre el mantenimiento 382
"-383,00 MNT",23/06/2024,Preventivo,Malo,Malo,9291631,queja_usuario,Comentario sobre el mantenimiento 383
"-384,00 MNT",18/09/2024,Preventivo,Regular,Bueno,5601894,preventivo,Comentario sobre el mantenimiento 384
"-385,00 MNT",2024/08/11,Preventivo,Malo,Malo,7143542,preventivo,Comentario sobre el mantenimiento 385
"-386,00 MNT",2023-11-15,Emergencia,Bueno,Regular,5071829,preventivo,Comentario sobre el mantenimiento 386
"-387,00 MNT",2024/03/28,Emergencia,Regular,Bueno,22095,preventivo,Comentario sobre el mantenimiento 387
"-388,00 MNT",08-08-2024,Emergencia,Regular,Bueno,5211400,queja_usuario,Comentario sobre el mantenimiento 388
"-389,00 MNT",2024-03-21,Emergencia,Regular,Bueno,20882,preventivo,Comentario sobre el mantenimiento 389
"-390,00 MNT",2023/11/01,Correctivo,Malo,Bueno,57952,preventivo,Comentario sobre el mantenimiento 390
"-391,00 MNT",26/12/2023,Preventivo,Bueno,Bueno,19063,preventivo,Comentario sobre el mantenimiento 391
"-392,00 MNT",2024/01/13,Preventivo,Malo,Bueno,9294114,queja_usuario,Comentario sobre el mantenimiento 392
"-393,00 MNT",03/10/2024,Correctivo,Regular,Malo,9397992,queja_usuario,Comentario sobre el mantenimiento 393
"-394,00 MNT",18/06/2024,Preventivo,Malo,Regular,3580337,queja_usuario,Comentario sobre el mantenimiento 394
"-395,00 MNT",27/11/2023,Preventivo,Regular,Regular,8888433,preventivo,Comentario sobre el mantenimiento 395
"-396,00 MNT",2024/08/14,Correctivo,Malo,Malo,7838839,queja_usuario,Comentario sobre el mantenimiento 396
"-397,00 MNT",2024/01/02,Emergencia,Regular,Malo,9223732,queja_usuario,Comentario sobre el mantenimiento 397
"-398,00 MNT",11-03-2024,Emergencia,Bueno,Bueno,34038,queja_usuario,Comentario sobre el mantenimiento 398
"-399,00 MNT",29-05-2024,Emergencia,Bueno,Bueno,4738613,queja_usuario,Comentario sobre el mantenimiento 399
"-400,00 MNT",06-02-2024,Correctivo,Malo,Malo,9181012,,Comentario sobre el mantenimiento 400
"-401,00 MNT",2024/04/23,Emergencia,Bueno,Bueno,5134826,preventivo,Comentario sobre el mantenimiento 401
"-402,00 MNT",04-28-2024,Emergencia,Regular,Bueno,451362,queja_usuario,Comentario sobre el mantenimiento 402
"-403,00 MNT",16/11/2023,Emergencia,Regular,Regular,4796700,queja_usuario,Comentario sobre el mantenimiento 403
"-404,00 MNT",06-13-2024,Preventivo,Bueno,Bueno,7125617,queja_usuario,Comentario sobre el mantenimiento 404
"-405,00 MNT",07-29-2024,Preventivo,Bueno,Malo,32595,queja_usuario,Comentario sobre el mantenimiento 405
"-406,00 MNT",07-07-2024,Emergencia,Malo,Bueno,59441,preventivo,Comentario sobre el mantenimiento 406
"-407,00 MNT",18-12-2023,Correctivo,Malo,Regular,25865,queja_usuario,Comentario sobre el mantenimiento 407
"-408,00 MNT",07-01-2024,Correctivo,Regular,Regular,18805,queja_usuario,Comentario sobre el mantenimiento 408
"-409,00 MNT",25/08/2024,Preventivo,Regular,Bueno,5107844,preventivo,Comentario sobre el mantenimiento 409
"-410,00 MNT",11-12-2023,Emergencia,Regular,Regular,3997074,queja_usuario,Comentario sobre el mantenimiento 410
"-411,00 MNT",2023-12-14,Correctivo,Regular,Malo,4983394,queja_usuario,Comentario sobre el mantenimiento 411
"-412,00 MNT",11-05-2023,Correctivo,Malo,Regular,8907174,queja_usuario,Comentario sobre el mantenimiento 412
"-413,00 MNT",05/10/2024,Correctivo,Malo,Regular,9181852,preventivo,Comentario sobre el mantenimiento 413
"-414,00 MNT",2024/05/09,Correctivo,Bueno,Regular,59350,preventivo,Comentario sobre el mantenimiento 414
"-415,00 MNT",2023/12/27,Correctivo,Malo,Bueno,5263778,queja_usuario,Comentario sobre el mantenimiento 415
"-416,00 MNT",11-23-2023,Preventivo,Regular,Bueno,34946,preventivo,Comentario sobre el mantenimiento 416
"-417,00 MNT",16-03-2024,Preventivo,Bueno,Bueno,9179675,preventivo,Comentario sobre el mantenimiento 417
"-418,00 MNT",09/04/2024,Emergencia,Bueno,Malo,59415,preventivo,Comentario sobre el mantenimiento 418
"-419,00 MNT",2024/04/06,Correctivo,Regular,Bueno,58560,queja_usuario,Comentario sobre el mantenimiento 419
"-420,00 MNT",05-06-2024,Emergencia,Regular,Regular,7126530,queja_usuario,Comentario sobre el mantenimiento 420
"-421,00 MNT",01-12-2024,Preventivo,Regular,Bueno,59874,queja_usuario,Comentario sobre el mantenimiento 421
